IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,PercFullyVaccinated
3548401,Santópolis do Aguapeí,4856,2022-06-28,12902,3989,4190,86.2850082372323
3548500,Santos,433991,2022-06-28,1123758,404183,402702,92.7904034876299
3548609,São Bento do Sapucaí,10907,2022-06-28,33489,12180,12214,111.983130099936
3548708,São Bernardo do Campo,849874,2022-06-28,2106291,741994,740515,87.132327850952
3548807,São Caetano do Sul,162763,2022-06-28,479411,163248,166218,102.122718308215
3548906,São Carlos,256915,2022-06-28,664308,235492,239154,93.0868185975907
3549003,São Francisco,2813,2022-06-28,8556,2769,2896,102.950586562389
3549102,São João da Boa Vista,92315,2022-06-28,232069,82645,84539,91.5766668472079
3549201,São João das Duas Pontes,2555,2022-06-28,7843,2767,2752,107.710371819961
3549250,São João de Iracema,1942,2022-06-28,6208,2060,2056,105.870236869207
3549409,São Joaquim da Barra,52737,2022-06-28,151282,51091,50598,95.9440241196883
3549508,São José da Bela Vista,8991,2022-06-28,20833,7756,7867,87.498609720832
3549607,São José do Barreiro,4141,2022-06-28,10384,3736,3805,91.8860178700797
3549706,São José do Rio Pardo,55298,2022-06-28,155169,56150,55509,100.381568953669
3549805,São José do Rio Preto,469173,2022-06-28,1056415,380475,388545,82.8148678632402
3549904,São José dos Campos,737310,2022-06-28,1625192,615143,596767,80.9384112517123
3549953,São Lourenço da Serra,16127,2022-06-28,36542,14188,13169,81.6580889192038
3550001,São Luiz do Paraitinga,10693,2022-06-28,35503,11879,12421,116.16010474142
3550100,São Manuel,41287,2022-06-28,104639,37164,38459,93.1503863201492
3550209,São Miguel Arcanjo,33071,2022-06-28,84280,30941,30431,92.0171751685767
3550308,São Paulo,12396372,2022-06-28,31253418,11247109,11172813,90.1297008511845
3550407,São Pedro,36298,2022-06-28,100447,38133,36045,99.3029919003802
3550506,São Pedro do Turvo,7724,2022-06-28,25287,8736,8831,114.331952356292
3550605,São Roque,93076,2022-06-28,233861,88316,82278,88.3987279212687
3550704,São Sebastião,91637,2022-06-28,173940,69344,67516,73.6776629527374
3550803,São Sebastião da Grama,12137,2022-06-28,32103,11025,11383,93.7875916618604
3550902,São Simão,15446,2022-06-28,40065,14012,14932,96.6722776123268
3551009,São Vicente,370839,2022-06-28,870167,331153,318775,85.9604841993426
3551108,Sarapuí,10493,2022-06-28,21519,8024,7815,74.4782235776232
3551207,Sarutaiá,3623,2022-06-28,10703,3734,3799,104.857852608336
3551306,Sebastianópolis do Sul,3595,2022-06-28,12997,4393,4503,125.257301808067
3551405,Serra Azul,15292,2022-06-28,32126,11972,11537,75.4446769552707
3551504,Serrana,46166,2022-06-28,98007,36252,34845,75.4776242256206
3551603,Serra Negra,29669,2022-06-28,65479,23720,24121,81.3003471637062
3551702,Sertãozinho,128432,2022-06-28,312866,113379,113228,88.1618288277065
3551801,Sete Barras,12731,2022-06-28,34530,14284,12933,101.586678187102
3551900,Severínia,17820,2022-06-28,38757,13605,13869,77.8282828282828
3552007,Silveiras,6375,2022-06-28,13462,4763,4934,77.3960784313726
3552106,Socorro,41690,2022-06-28,108294,39464,40635,97.4694171264092
3552205,Sorocaba,695328,2022-06-28,1690913,645802,611343,87.9215276818998
3552304,Sud Mennucci,7738,2022-06-28,22423,7886,8005,103.450504006203
3552403,Sumaré,289875,2022-06-28,613515,239416,232557,80.2266494178525
3552502,Suzano,303397,2022-06-28,692846,266960,253554,83.5716898980544
3552551,Suzanápolis,4063,2022-06-28,9059,3111,3075,75.6829928624169
3552601,Tabapuã,12561,2022-06-28,32676,11651,12102,96.3458323381896
3552700,Tabatinga,16787,2022-06-28,42708,15329,15476,92.1903854172872
3552809,Taboão da Serra,297528,2022-06-28,837753,315502,308110,103.556640047323
3552908,Taciba,6371,2022-06-28,16180,6148,6137,96.3271072045205
3553005,Taguaí,14415,2022-06-28,37816,13630,14205,98.5431841831426
3553104,Taiaçu,6346,2022-06-28,18868,6261,6722,105.924992121021
3553203,Taiúva,5562,2022-06-28,22150,7526,7742,139.194534340165
3553302,Tambaú,23255,2022-06-28,61079,22498,22255,95.6998494947323
3553401,Tanabi,26231,2022-06-28,77229,26777,27278,103.991460485685
3553500,Tapiraí,7725,2022-06-28,19230,7075,7261,93.9935275080906
3553609,Tapiratiba,12940,2022-06-28,39889,13906,14223,109.914992272025
3553708,Taquaritinga,57547,2022-06-28,141048,48406,50751,88.1905225294108
3553807,Taquarituba,23292,2022-06-28,71425,24042,25132,107.899708054268
3553856,Taquarivaí,5968,2022-06-28,15924,5706,5751,96.3639410187668
3553906,Tarabai,7609,2022-06-28,16257,5978,5902,77.5660402155343
3553955,Tarumã,15361,2022-06-28,39254,14744,15237,99.192760887963
3554003,Tatuí,124134,2022-06-28,319562,119644,117685,94.8048077077996
3554102,Taubaté,320820,2022-06-28,764645,280008,283476,88.3598279409014
3554300,Teodoro Sampaio,23395,2022-06-28,57307,21146,20794,88.882239794828
3554409,Terra Roxa,9502,2022-06-28,24025,8302,8635,90.8756051357609
3554508,Tietê,42946,2022-06-28,108588,38848,40384,94.0343687421413
3554706,Torrinha,10100,2022-06-28,23814,8413,8675,85.8910891089109
3554755,Trabiju,1752,2022-06-28,5689,1986,2099,119.805936073059
3554805,Tremembé,48228,2022-06-28,105347,39048,39111,81.0960437919881
3554904,Três Fronteiras,5856,2022-06-28,14773,5272,5349,91.3422131147541
3554953,Tuiuti,7058,2022-06-28,20537,7324,7364,104.335505809011
3555000,Tupã,65615,2022-06-28,185183,67356,67571,102.981025680104
3555109,Tupi Paulista,15670,2022-06-28,51301,18337,18938,120.85513720485
3555208,Turiúba,2024,2022-06-28,7387,2474,2669,131.867588932806
3555406,Ubatuba,92819,2022-06-28,199325,81692,75861,81.7300337215441
3555505,Ubirajara,4828,2022-06-28,9547,3755,3529,73.0944490472245
3555604,Uchoa,10191,2022-06-28,28263,9488,10048,98.5968010990089
3555703,União Paulista,1886,2022-06-28,5059,1787,1909,101.219512195122
3555802,Urânia,9125,2022-06-28,27825,9918,10256,112.394520547945
3555901,Uru,1142,2022-06-28,3850,1276,1358,118.914185639229
3556008,Urupês,13965,2022-06-28,39814,13332,14618,104.675975653419
3556107,Valentim Gentil,13732,2022-06-28,38141,13848,14322,104.296533644043
3556206,Valinhos,133169,2022-06-28,282525,104732,105202,78.9988661024713
3556305,Valparaíso,27154,2022-06-28,59227,21688,21945,80.8168225675775
3556354,Vargem,10842,2022-06-28,29584,11010,10747,99.1237779007563
3556404,Vargem Grande do Sul,43368,2022-06-28,106496,38155,38356,88.4430916805018
3556453,Vargem Grande Paulista,54315,2022-06-28,137932,52826,51042,93.9740403203535
3556503,Várzea Paulista,124269,2022-06-28,237451,92358,90208,72.590911651337
3556602,Vera Cruz,10804,2022-06-28,25191,9172,9102,84.2465753424658
3556701,Vinhedo,81516,2022-06-28,192403,72048,72332,88.7335001717454
3556800,Viradouro,19133,2022-06-28,53419,18826,19165,100.167250300528
3556909,Vista Alegre do Alto,9163,2022-06-28,22532,8342,8410,91.7821674124195
3557006,Votorantim,124468,2022-06-28,302543,114561,111608,89.6680271234373
3557105,Votuporanga,96106,2022-06-28,241758,87246,88643,92.2346159448942
3557204,Chavantes,12418,2022-06-28,35070,12507,12653,101.892414237397
3557303,Estiva Gerbi,11507,2022-06-28,23469,9029,8930,77.6049361258365
4100103,Abatiá,7360,2022-06-28,18203,6694,6321,85.8831521739131
4100202,Adrianópolis,5797,2022-06-28,18881,7279,6628,114.335000862515
4100301,Agudos do Sul,9567,2022-06-28,24773,10093,9080,94.9095850318804
4100400,Almirante Tamandaré,121420,2022-06-28,201493,84484,74346,61.2304397957503
4100459,Altamira do Paraná,1429,2022-06-28,10672,4050,3736,261.441567529741
4100509,Altônia,22293,2022-06-28,45396,17588,16462,73.8438074731979
4100608,Alto Paraná,14945,2022-06-28,29374,11786,10686,71.5021746403479
4100905,Amaporã,6405,2022-06-28,12952,5020,4763,74.3637782982045
4101002,Ampére,19466,2022-06-28,43443,17224,16390,84.1980889756499
4101051,Anahy,2774,2022-06-28,8992,3226,3098,111.679884643115
4101200,Antonina,18919,2022-06-28,47555,18434,16735,88.4560494740737
4101309,Antônio Olinto,7421,2022-06-28,17795,6536,6313,85.0693976553025
4101408,Apucarana,137438,2022-06-28,288925,112981,104519,76.0481089654972
4101507,Arapongas,126545,2022-06-28,256988,106484,93878,74.1854676202142
4101606,Arapoti,28480,2022-06-28,60803,24354,22585,79.3012640449438
4101655,Arapuã,2951,2022-06-28,10009,3547,3400,115.215181294476
4101705,Araruna,14029,2022-06-28,32032,12437,11529,82.1797704754437
4101804,Araucária,148522,2022-06-28,380867,151378,138967,93.5666096605217
4101853,Ariranha do Ivaí,2026,2022-06-28,6981,2620,2512,123.988153998026
4101903,Assaí,14792,2022-06-28,31256,14167,12295,83.119253650622
4102000,Assis Chateaubriand,33306,2022-06-28,74358,29408,26942,80.8923317120038
4102109,Astorga,26304,2022-06-28,65162,25544,23634,89.8494525547445
4102208,Atalaia,3871,2022-06-28,11635,4279,4073,105.218289847585
4102307,Balsa Nova,13238,2022-06-28,41584,16377,15245,115.160900438133
4102406,Bandeirantes,31061,2022-06-28,77319,30162,28149,90.6248993915199
4102505,Barbosa Ferraz,11287,2022-06-28,24084,10187,9163,81.1818906706831
4102604,Barracão,10347,2022-06-28,20291,8317,7808,75.4614864211849
4102703,Barra do Jacaré,2781,2022-06-28,7330,2690,2513,90.3631787126933
4102752,Bela Vista da Caroba,3404,2022-06-28,9862,3731,3571,104.905992949471
4102802,Bela Vista do Paraíso,15400,2022-06-28,36233,13548,12636,82.0519480519481
4102901,Bituruna,16411,2022-06-28,40844,16272,15147,92.297849003717
4103008,Boa Esperança,3991,2022-06-28,10865,4253,3985,99.8496617389126
4103024,Boa Esperança do Iguaçu,2437,2022-06-28,4849,1955,1837,75.3795650389824
4103040,Boa Ventura de São Roque,6343,2022-06-28,13003,5044,4813,75.8789216459089
4103057,Boa Vista da Aparecida,7524,2022-06-28,21626,8629,7248,96.3317384370016
4103107,Bocaiúva do Sul,13308,2022-06-28,24328,10044,9175,68.9434926360084
4103206,Bom Sucesso,7103,2022-06-28,17831,6850,6504,91.566943544981
4103222,Bom Sucesso do Sul,3244,2022-06-28,8251,3186,2939,90.5980271270037
4103305,Borrazópolis,6290,2022-06-28,20004,7318,6934,110.238473767886
4103354,Braganey,5338,2022-06-28,10764,4167,3838,71.899587860622
4103370,Brasilândia do Sul,2521,2022-06-28,8928,3523,3352,132.963109877033
4103453,Cafelândia,18783,2022-06-28,46183,19127,17492,93.1267635627962
4103479,Cafezal do Sul,3975,2022-06-28,10737,4185,4019,101.106918238994
4103503,Califórnia,8641,2022-06-28,21922,8348,7723,89.3762296030552
4103602,Cambará,25569,2022-06-28,59448,22052,20455,79.9992178028081
4103701,Cambé,108126,2022-06-28,236299,94701,83829,77.528993951501
4103800,Cambira,7967,2022-06-28,17672,6760,6341,79.5908120999121
4103909,Campina da Lagoa,13888,2022-06-28,36040,14077,13094,94.2828341013825
4104006,Campina Grande do Sul,44072,2022-06-28,92086,37127,34072,77.3098565982937
4104105,Campo do Tenente,8118,2022-06-28,20004,8451,7306,89.9975363389998
4104204,Campo Largo,135678,2022-06-28,250962,98133,90180,66.4661920134436
4104253,Campo Magro,30151,2022-06-28,60503,24453,22375,74.2098106198799
4104303,Campo Mourão,96102,2022-06-28,254914,97335,90473,94.142681733991
4104402,Cândido de Abreu,14606,2022-06-28,32697,13558,12196,83.4999315349856
4104428,Candói,16126,2022-06-28,33191,13424,12298,76.2619372442019
4104451,Cantagalo,13340,2022-06-28,21672,9532,8830,66.191904047976
4104600,Capitão Leônidas Marques,15887,2022-06-28,27804,11324,10387,65.3804997796941
4104659,Carambeí,24225,2022-06-28,42199,17148,15973,65.9360165118679
4104709,Carlópolis,14391,2022-06-28,35337,13479,12468,86.637481759433
4104808,Cascavel,336073,2022-06-28,787086,318978,288193,85.75309530965
4104907,Castro,72125,2022-06-28,185227,71570,67987,94.2627383015598
4105003,Catanduvas,10144,2022-06-28,16676,6310,6153,60.6565457413249
4105201,Cerro Azul,17884,2022-06-28,39537,15695,14615,81.7210914784165
4105300,Céu Azul,11872,2022-06-28,27557,11182,10518,88.5950134770889
4105409,Chopinzinho,19083,2022-06-28,51672,20434,19113,100.157207986166
4105508,Cianorte,84980,2022-06-28,202843,79420,73956,87.0275358907978
4105607,Cidade Gaúcha,12939,2022-06-28,28223,11602,10356,80.0370971481567
4105706,Clevelândia,16344,2022-06-28,30137,12418,11170,68.3431228585414
4105805,Colombo,249277,2022-06-28,578584,233659,212721,85.3351893676513
4105904,Colorado,24271,2022-06-28,61977,23497,21921,90.3176630546743
4106001,Congonhinhas,8896,2022-06-28,20602,7999,7317,82.2504496402878
4106100,Conselheiro Mairinck,3891,2022-06-28,9388,3535,3415,87.7666409663326
4106209,Contenda,19082,2022-06-28,45678,17877,16775,87.9100723194634
4106308,Corbélia,17162,2022-06-28,37019,15094,13980,81.4590374082275
4106407,Cornélio Procópio,47840,2022-06-28,108372,41932,38570,80.6229096989967
4106456,Coronel Domingos Soares,7538,2022-06-28,17639,6962,6520,86.4950915362165
4106506,Coronel Vivida,20430,2022-06-28,59303,23715,21530,105.384238864415
4106555,Corumbataí do Sul,3038,2022-06-28,9020,3841,3469,114.186965108624
4106571,Cruzeiro do Iguaçu,4229,2022-06-28,11566,4456,4197,99.2433199337905
4106605,Cruzeiro do Oeste,20962,2022-06-28,48962,19455,17856,85.1827115733232
4106803,Cruz Machado,18772,2022-06-28,36183,14950,13876,73.9186021734498
4106852,Cruzmaltina,2892,2022-06-28,8277,3413,3100,107.192254495159
4106902,Curitiba,1963726,2022-06-28,4458291,1658956,1551014,78.9832186364085
4107009,Curiúva,15289,2022-06-28,30273,11380,10544,68.9646150827392
4107108,Diamante do Norte,4975,2022-06-28,12816,5035,4513,90.713567839196
4107124,Diamante do Sul,3409,2022-06-28,6203,2533,2296,67.3511293634497
4107157,Diamante D'Oeste,5279,2022-06-28,12016,4928,4507,85.3760181852624
4107207,Dois Vizinhos,41424,2022-06-28,91045,37358,34188,82.531865585168
4107256,Douradina,8988,2022-06-28,22035,8176,7739,86.1036938139742
4107504,Engenheiro Beltrão,13962,2022-06-28,30555,11655,10883,77.9472854891849
4107520,Esperança Nova,1633,2022-06-28,5490,2054,2006,122.841396203307
4107546,Espigão Alto do Iguaçu,3980,2022-06-28,8838,3565,3275,82.286432160804
4107603,Faxinal,17379,2022-06-28,34355,14096,12536,72.1330341216411
4107652,Fazenda Rio Grande,103750,2022-06-28,242716,101206,90833,87.5498795180723
4107702,Fênix,4734,2022-06-28,10581,4313,3969,83.8403041825095
4107736,Fernandes Pinheiro,5561,2022-06-28,14721,6009,5540,99.6223700773242
4107751,Figueira,7625,2022-06-28,21297,7742,7319,95.9868852459016
4107801,Floraí,4883,2022-06-28,14572,5315,5147,105.406512389924
4107850,Flor da Serra do Sul,4583,2022-06-28,12721,4895,4735,103.316604843989
4107900,Floresta,6926,2022-06-28,21201,8231,7580,109.442679757436
4108007,Florestópolis,10360,2022-06-28,26268,11068,9742,94.034749034749
4108106,Flórida,2709,2022-06-28,7140,2678,2497,92.1742340346992
4108205,Formosa do Oeste,6345,2022-06-28,20967,7929,7511,118.376674546887
4108304,Foz do Iguaçu,257971,2022-06-28,585540,249281,228141,88.436684743634
4108403,Francisco Beltrão,93308,2022-06-28,205002,80328,75198,80.5911604578386
4108502,General Carneiro,13661,2022-06-28,22968,9331,8396,61.4596296025181
4108601,Goioerê,28734,2022-06-28,71585,28284,26114,90.8818820909028
4108650,Goioxim,6997,2022-06-28,14518,5786,5468,78.1477776189796
4108700,Grandes Rios,5379,2022-06-28,12888,5152,4604,85.592117493958
4108809,Guaíra,33497,2022-06-28,72186,30950,27604,82.4073797653521
4108908,Guairaçá,6635,2022-06-28,18068,6544,6214,93.654860587792
4108957,Guamiranga,8881,2022-06-28,22807,8808,8394,94.51638329017
4109005,Guapirama,3767,2022-06-28,12670,4864,4563,121.130873374038
4109104,Guaporema,2239,2022-06-28,5906,2195,2086,93.1665922286735
4109203,Guaraci,5557,2022-06-28,14247,5333,4955,89.1668166276768
4109302,Guaraniaçu,11969,2022-06-28,31802,12870,11801,98.596373966079
4109401,Guarapuava,183755,2022-06-28,394385,158241,143714,78.2095725286387
4109500,Guaraqueçaba,7554,2022-06-28,16253,6928,5710,75.589091871856
4109609,Guaratuba,37974,2022-06-28,85427,34409,31186,82.1246115763417
4109658,Honório Serpa,5030,2022-06-28,13330,5066,4854,96.5009940357853
4109708,Ibaiti,31854,2022-06-28,66781,26952,23984,75.2935267156401
4109757,Ibema,6387,2022-06-28,12067,4710,4553,71.2854235165179
4109807,Ibiporã,55688,2022-06-28,114599,45397,41370,74.2888952736676
4109906,Icaraíma,7671,2022-06-28,22515,9130,8370,109.112240907313
4110003,Iguaraçu,4475,2022-06-28,11075,4356,3840,85.8100558659218
4110078,Imbaú,13449,2022-06-28,23010,9136,8532,63.4396609413339
4110102,Imbituva,33306,2022-06-28,65590,26385,24492,73.536299765808
4110201,Inácio Martins,11117,2022-06-28,26163,10470,9553,85.9314563281461
4110300,Inajá,3122,2022-06-28,6854,2473,2322,74.375400384369
4110508,Ipiranga,15327,2022-06-28,30156,13115,12107,78.9913225027729
4110607,Iporã,13642,2022-06-28,29378,12243,10784,79.0499926696965
4110706,Irati,61439,2022-06-28,142251,54684,51452,83.7448526180439
4110805,Iretama,10029,2022-06-28,22553,9042,8146,81.2244490976169
4110904,Itaguajé,4426,2022-06-28,9354,3670,3250,73.4297333935834
4110953,Itaipulândia,11588,2022-06-28,28091,11748,10785,93.0704176734553
4111209,Itapejara d'Oeste,12220,2022-06-28,29318,11856,11277,92.2831423895254
4111258,Itaperuçu,29493,2022-06-28,65112,26702,23630,80.1207066083478
4111407,Ivaí,14049,2022-06-28,31129,12327,11633,82.8030464801765
4111506,Ivaiporã,31886,2022-06-28,80398,30969,28875,90.5569842564135
4111555,Ivaté,8294,2022-06-28,16632,6252,5970,71.9797443935375
4111605,Ivatuba,3299,2022-06-28,7912,2981,2789,84.5407699302819
4111704,Jaboti,5332,2022-06-28,13436,5028,4792,89.8724681170293
4111803,Jacarezinho,39268,2022-06-28,99019,38201,34511,87.8858103290211
4111902,Jaguapitã,13861,2022-06-28,23331,9909,8474,61.1355602048914
4112009,Jaguariaíva,35192,2022-06-28,77044,31002,28255,80.2881336667424
4112108,Jandaia do Sul,21281,2022-06-28,54469,21353,19747,92.7916921197312
4112207,Janiópolis,4948,2022-06-28,13883,5886,5571,112.590945836702
4112306,Japira,4929,2022-06-28,13205,4976,4651,94.3599107324001
4112405,Japurá,9573,2022-06-28,21354,8133,7655,79.9644834430168
4112504,Jardim Alegre,11067,2022-06-28,29694,11331,10545,95.2832746001626
4112603,Jardim Olinda,1309,2022-06-28,3273,1218,1141,87.1657754010695
4112702,Jataizinho,12687,2022-06-28,30714,12161,11060,87.1758492945535
4112751,Jesuítas,8251,2022-06-28,21613,8190,7711,93.4553387468186
4112801,Joaquim Távora,12108,2022-06-28,27516,10856,10099,83.407664354146
4112900,Jundiaí do Sul,3248,2022-06-28,7786,3469,3027,93.1958128078818
4112959,Juranda,7244,2022-06-28,17697,7149,6797,93.8293760353396
4113106,Kaloré,3996,2022-06-28,11858,4265,4158,104.054054054054
4113205,Lapa,48651,2022-06-28,105744,42244,38799,79.749645433804
4113254,Laranjal,5719,2022-06-28,10430,4413,3864,67.5642594859241
4113304,Laranjeiras do Sul,32167,2022-06-28,79149,31544,29023,90.2260080206423
4113403,Leópolis,3896,2022-06-28,10949,3955,3696,94.8665297741273
4113429,Lidianópolis,3155,2022-06-28,9347,3585,3362,106.561014263075
4113452,Lindoeste,4488,2022-06-28,13757,5357,5089,113.391265597148
4113502,Loanda,23393,2022-06-28,45015,17527,16114,68.8838541444022
4113700,Londrina,580870,2022-06-28,1411399,521443,502245,86.464269113571
4113759,Lunardelli,4695,2022-06-28,14862,5563,5336,113.652822151225
4113809,Lupionópolis,4969,2022-06-28,11934,4466,4140,83.3165626886698
4113908,Mallet,13697,2022-06-28,29700,11742,10902,79.5940716945317
4114005,Mamborê,12900,2022-06-28,29668,12001,11236,87.1007751937985
4114104,Mandaguaçu,23373,2022-06-28,58314,23558,21732,92.9790784238224
4114203,Mandaguari,34628,2022-06-28,82379,33226,30529,88.1627584613608
4114302,Mandirituba,27750,2022-06-28,45458,19188,16905,60.9189189189189
4114351,Manfrinópolis,2442,2022-06-28,6308,2434,2311,94.6355446355446
4114401,Mangueirinha,16572,2022-06-28,46692,18036,17156,103.524016413227
4114500,Manoel Ribas,13517,2022-06-28,29542,11703,10931,80.8685359177332
4114609,Marechal Cândido Rondon,54031,2022-06-28,115872,50385,45257,83.7611741407711
4114708,Maria Helena,5593,2022-06-28,14177,5572,5248,93.8315751832648
4114807,Marialva,36103,2022-06-28,92785,36808,33775,93.5517824003546
4114906,Marilândia do Sul,8793,2022-06-28,22677,8868,8163,92.8352098259979
4115002,Marilena,7093,2022-06-28,17779,6780,6621,93.3455519526294
4115101,Mariluz,10327,2022-06-28,23650,9480,8572,83.0057131790452
4115200,Maringá,436472,2022-06-28,1118394,443829,395933,90.7121189904507
4115309,Mariópolis,6655,2022-06-28,15793,6094,5747,86.3561232156274
4115408,Marmeleiro,14407,2022-06-28,35972,14198,13428,93.2046921635316
4115606,Matelândia,18266,2022-06-28,44057,18560,16613,90.9503996496223
4115705,Matinhos,35705,2022-06-28,64536,26583,23620,66.1531998319563
4115739,Mato Rico,3142,2022-06-28,8501,3279,3121,99.3316359007002
4115754,Mauá da Serra,10994,2022-06-28,22312,9212,8087,73.5583045297435
4115804,Medianeira,46940,2022-06-28,82898,34919,32197,68.5918193438432
4115853,Mercedes,5617,2022-06-28,12658,5279,4911,87.4310129962614
4116059,Missal,10706,2022-06-28,24682,10789,9631,89.9589015505324
4116109,Moreira Sales,11966,2022-06-28,30046,11988,10786,90.1387263914424
4116208,Morretes,16485,2022-06-28,32923,13111,11689,70.9068850470124
4116505,Nova Aliança do Ivaí,1560,2022-06-28,3512,1254,1194,76.5384615384615
4116703,Nova Aurora,10131,2022-06-28,28791,11111,10395,102.605863192182
4116802,Nova Cantu,4827,2022-06-28,17604,7635,6896,142.863061943236
4116901,Nova Esperança,28062,2022-06-28,74064,28223,26229,93.4680350652127
4116950,Nova Esperança do Sudoeste,5014,2022-06-28,10647,4252,3930,78.3805345033905
4117008,Nova Fátima,8120,2022-06-28,18815,7216,6482,79.8275862068966
4117057,Nova Laranjeiras,11462,2022-06-28,25326,10204,9261,80.7974175536556
4117107,Nova Londrina,13188,2022-06-28,33276,13269,12172,92.2960266909312
4117206,Nova Olímpia,5846,2022-06-28,17197,6530,6171,105.55935682518
4117214,Nova Santa Bárbara,4304,2022-06-28,7827,2924,2658,61.7565055762082
4117222,Nova Santa Rosa,8311,2022-06-28,14364,6616,5707,68.668030321261
4117255,Nova Prata do Iguaçu,10540,2022-06-28,21219,8315,7797,73.9753320683112
4117271,Nova Tebas,5252,2022-06-28,21026,8293,7493,142.669459253618
4117297,Novo Itacolomi,2836,2022-06-28,7839,2781,2708,95.4866008462623
4117305,Ortigueira,21783,2022-06-28,42824,17981,15501,71.1609971078364
4117404,Ourizona,3423,2022-06-28,8499,2971,2872,83.9030090563833
4117503,Paiçandu,42251,2022-06-28,89165,35337,32319,76.4928640742231
4117602,Palmas,52503,2022-06-28,94789,38868,34393,65.5067329485934
4117701,Palmeira,34109,2022-06-28,80337,30743,28984,84.9746401243074
4117800,Palmital,12755,2022-06-28,34309,14160,12834,100.61936495492
4117909,Palotina,32389,2022-06-28,70716,29614,26984,83.3122356355553
4118006,Paraíso do Norte,14211,2022-06-28,36599,13924,13244,93.195412004785
4118105,Paranacity,11685,2022-06-28,26619,10359,9931,84.9893025246042
4118204,Paranaguá,157378,2022-06-28,338990,137834,126262,80.228494452846
4118303,Paranapoema,3277,2022-06-28,7173,2747,2600,79.3408605431797
4118402,Paranavaí,89454,2022-06-28,209001,80241,74621,83.4182932009748
4118451,Pato Bragado,5755,2022-06-28,12702,5202,4930,85.6646394439618
4118501,Pato Branco,84779,2022-06-28,213458,85079,78503,92.5972233689947
4118600,Paula Freitas,5942,2022-06-28,11730,4810,4541,76.4220801077078
4118709,Paulo Frontin,7418,2022-06-28,15706,6386,5915,79.7384739822055
4118808,Peabiru,14017,2022-06-28,29260,11685,10860,77.477348933438
4118857,Perobal,6194,2022-06-28,18847,7795,7061,113.997416855021
4118907,Pérola,11406,2022-06-28,25793,10523,8993,78.8444678239523
4119103,Piên,13015,2022-06-28,25352,10989,10001,76.8421052631579
4119152,Pinhais,134788,2022-06-28,287908,110527,102956,76.3836543312461
4119202,Pinhalão,6323,2022-06-28,19570,7316,6860,108.492804048711
4119251,Pinhal de São Bento,2742,2022-06-28,6121,2328,2146,78.2640408460977
4119301,Pinhão,32722,2022-06-28,65079,27327,24279,74.1977874213068
4119400,Piraí do Sul,25779,2022-06-28,56120,22523,21153,82.0551611777028
4119509,Piraquara,116852,2022-06-28,195714,82828,72583,62.1153253688426
4119608,Pitanga,29686,2022-06-28,74234,30555,27281,91.8985380313953
4119707,Planaltina do Paraná,4281,2022-06-28,9065,3553,3252,75.9635599159075
4119806,Planalto,13385,2022-06-28,32080,12355,11597,86.6417631677251
4119905,Ponta Grossa,358838,2022-06-28,699223,284190,245636,68.4531738556117
4119954,Pontal do Paraná,28529,2022-06-28,81989,31289,28754,100.788671176697
4120002,Porecatu,12587,2022-06-28,31917,11926,11189,88.8933026138079
4120101,Porto Amazonas,4899,2022-06-28,10116,4033,3711,75.7501530924679
4120200,Porto Rico,2554,2022-06-28,6877,2537,2514,98.4338292873923
4120333,Prado Ferreira,3806,2022-06-28,9206,3415,3202,84.1303205465055
4120358,Pranchita,5035,2022-06-28,13380,5372,5127,101.827209533267
4120408,Presidente Castelo Branco,5395,2022-06-28,12075,4400,4214,78.1093605189991
4120507,Primeiro de Maio,11138,2022-06-28,25406,9754,8899,79.897647692584
4120606,Prudentópolis,52776,2022-06-28,109997,45477,41046,77.7739881764438
4120655,Quarto Centenário,4420,2022-06-28,11863,4480,4242,95.972850678733
4120705,Quatiguá,7504,2022-06-28,23739,8995,8425,112.273454157783
4120804,Quatro Barras,24253,2022-06-28,70409,27645,25630,105.677648126005
4120903,Quedas do Iguaçu,34707,2022-06-28,70809,28966,26149,75.3421499985594
4121000,Querência do Norte,12257,2022-06-28,26558,10486,9741,79.4729542302358
4121109,Quinta do Sol,4444,2022-06-28,11679,4126,4034,90.7740774077408
4121208,Quitandinha,19388,2022-06-28,47520,18580,17462,90.066020218692
4121257,Ramilândia,4500,2022-06-28,6565,2732,2392,53.1555555555556
4121406,Realeza,16976,2022-06-28,46373,18365,17155,101.054429783223
4121505,Rebouças,14991,2022-06-28,38817,14760,13737,91.6349809885932
4121604,Renascença,6772,2022-06-28,14752,5931,5488,81.039574719433
4121703,Reserva,26933,2022-06-28,57676,23158,21227,78.8140942338395
4121752,Reserva do Iguaçu,8127,2022-06-28,11872,4732,4336,53.3530207948813
4121802,Ribeirão Claro,10622,2022-06-28,29241,11001,10653,100.291847109772
4121901,Ribeirão do Pinhal,12869,2022-06-28,33071,13232,11637,90.4266065739374
4122008,Rio Azul,15433,2022-06-28,34180,13841,12391,80.2889911229184
4122107,Rio Bom,3162,2022-06-28,9372,3317,3180,100.569259962049
4122156,Rio Bonito do Iguaçu,13240,2022-06-28,34444,14036,12566,94.9093655589124
4122172,Rio Branco do Ivaí,4121,2022-06-28,10454,4129,3844,93.2783305023053
4122206,Rio Branco do Sul,32635,2022-06-28,72815,32917,27897,85.4818446453194
