IBGE,Municipio,population
3151909,Pocrane,8288
3152006,Pompéu,32248
3152105,Ponte Nova,60003
3152131,Ponto Chique,4305
3152170,Ponto dos Volantes,12235
3152204,Porteirinha,37823
3152303,Porto Firme,11414
3152402,Poté,16675
3152501,Pouso Alegre,154293
3152600,Pouso Alto,5862
3152709,Prados,9128
3152808,Prata,28173
3152907,Pratápolis,8530
3153004,Pratinha,3658
3153103,Presidente Bernardes,5315
3153202,Presidente Juscelino,3572
3153301,Presidente Kubitschek,3000
3153400,Presidente Olegário,19680
3153509,Alto Jequitibá,8286
3153608,Prudente de Morais,10931
3153707,Quartel Geral,3603
3153806,Queluzito,1948
3153905,Raposos,16501
3154002,Raul Soares,23663
3154101,Recreio,10522
3154150,Reduto,7247
3154200,Resende Costa,11578
3154309,Resplendor,17396
3154408,Ressaquinha,4826
3154457,Riachinho,8132
3154507,Riacho dos Machados,9471
3154606,Ribeirão das Neves,341415
3154705,Ribeirão Vermelho,4061
3154804,Rio Acima,10524
3154903,Rio Casca,13384
3155009,Rio Doce,2630
3155108,Rio do Prado,5117
3155207,Rio Espera,5332
3155306,Rio Manso,5924
3155405,Rio Novo,8964
3155504,Rio Paranaíba,12356
3155603,Rio Pardo de Minas,31171
3155702,Rio Piracicaba,14325
3155801,Rio Pomba,18007
3155900,Rio Preto,5493
3156007,Rio Vermelho,12635
3156106,Ritápolis,4521
3156205,Rochedo de Minas,2335
3156304,Rodeiro,8333
3156403,Romaria,3507
3156452,Rosário da Limeira,4648
3156502,Rubelita,5609
3156601,Rubim,10269
3156700,Sabará,137877
3156809,Sabinópolis,15364
3156908,Sacramento,26556
3157005,Salinas,41864
3157104,Salto da Divisa,7014
3157203,Santa Bárbara,31873
3157252,Santa Bárbara do Leste,8212
3157278,Santa Bárbara do Monte Verde,3212
3157302,Santa Bárbara do Tugúrio,4385
3157336,Santa Cruz de Minas,8723
3157377,Santa Cruz de Salinas,4074
3157401,Santa Cruz do Escalvado,4693
3157500,Santa Efigênia de Minas,4354
3157609,Santa Fé de Minas,3806
3157658,Santa Helena de Minas,6406
3157708,Santa Juliana,14497
3157807,Santa Luzia,221705
3157906,Santa Margarida,16393
3158003,Santa Maria de Itabira,10867
3158102,Santa Maria do Salto,5203
3158201,Santa Maria do Suaçuí,14607
3158300,Santana da Vargem,7047
3158409,Santana de Cataguases,3909
3158508,Santana de Pirapama,7538
3158607,Santana do Deserto,3985
3158706,Santana do Garambéu,2494
3158805,Santana do Jacaré,4847
3158904,Santana do Manhuaçu,8660
3158953,Santana do Paraíso,36048
3159001,Santana do Riacho,4334
3159100,Santana dos Montes,3753
3159209,Santa Rita de Caldas,8900
3159308,Santa Rita de Jacutinga,4843
3159357,Santa Rita de Minas,7322
3159407,Santa Rita de Ibitipoca,3380
3159506,Santa Rita do Itueto,5426
3159605,Santa Rita do Sapucaí,44226
3159704,Santa Rosa da Serra,3364
3159803,Santa Vitória,19997
3159902,Santo Antônio do Amparo,18697
3160009,Santo Antônio do Aventureiro,3602
3160108,Santo Antônio do Grama,3861
3160207,Santo Antônio do Itambé,3763
3160306,Santo Antônio do Jacinto,11570
3160405,Santo Antônio do Monte,28603
3160454,Santo Antônio do Retiro,7316
3160504,Santo Antônio do Rio Abaixo,1756
3160603,Santo Hipólito,3044
3160702,Santos Dumont,46357
3160801,São Bento Abade,5411
3160900,São Brás do Suaçuí,3770
3160959,São Domingos das Dores,5672
3161007,São Domingos do Prata,17296
3161056,São Félix de Minas,3354
3161106,São Francisco,56625
3161205,São Francisco de Paula,6512
3161304,São Francisco de Sales,6309
3161403,São Francisco do Glória,4758
3161502,São Geraldo,12751
3161601,São Geraldo da Piedade,3860
3161650,São Geraldo do Baixio,4104
3161700,São Gonçalo do Abaeté,8527
3161809,São Gonçalo do Pará,12776
3161908,São Gonçalo do Rio Abaixo,11114
3162005,São Gonçalo do Sapucaí,25670
3162104,São Gotardo,36084
3162203,São João Batista do Glória,7541
3162252,São João da Lagoa,4949
3162302,São João da Mata,2743
3162401,São João da Ponte,25033
3162450,São João das Missões,13232
3162500,São João del Rei,90897
3162559,São João do Manhuaçu,11785
3162575,São João do Manteninha,5975
3162609,São João do Oriente,7393
3162658,São João do Pacuí,4476
3162708,São João do Paraíso,23797
3162807,São João Evangelista,15761
3162906,São João Nepomuceno,26530
3162922,São Joaquim de Bicas,32696
3162948,São José da Barra,7532
3162955,São José da Lapa,24490
3163003,São José da Safira,4291
3163102,São José da Varginha,5151
3163201,São José do Alegre,4222
3163300,São José do Divino,3851
3163409,São José do Goiabal,5356
3163508,São José do Jacuri,6409
3163607,São José do Mantimento,2821
3163706,São Lourenço,46539
3163805,São Miguel do Anta,6949
3163904,São Pedro da União,4563
3164001,São Pedro dos Ferros,7634
3164100,São Pedro do Suaçuí,5160
3164209,São Romão,12713
3164308,São Roque de Minas,7100
3164407,São Sebastião da Bela Vista,5598
3164431,São Sebastião da Vargem Alegre,3039
3164472,São Sebastião do Anta,6697
3164506,São Sebastião do Maranhão,9884
3164605,São Sebastião do Oeste,6948
3164704,São Sebastião do Paraíso,71915
3164803,São Sebastião do Rio Preto,1478
3164902,São Sebastião do Rio Verde,2259
3165008,São Tiago,10979
3165107,São Tomás de Aquino,6980
3165206,São Tomé das Letras,7151
3165305,São Vicente de Minas,7876
3165404,Sapucaí-Mirim,7045
3165503,Sardoá,6421
3165537,Sarzedo,34050
3165552,Setubinha,12493
3165560,Sem-Peixe,2579
3165578,Senador Amaral,5365
3165602,Senador Cortes,2001
3165701,Senador Firmino,7902
3165800,Senador José Bento,1422
3165909,Senador Modestino Gonçalves,4056
3166006,Senhora de Oliveira,5786
3166105,Senhora do Porto,3516
3166204,Senhora dos Remédios,10474
3166303,Sericita,7340
3166402,Seritinga,1857
3166501,Serra Azul de Minas,4292
3166600,Serra da Saudade,771
3166709,Serra dos Aimorés,8725
3166808,Serra do Salitre,11750
3166907,Serrania,7667
3166956,Serranópolis de Minas,4836
3167004,Serranos,1949
3167103,Serro,20915
3167202,Sete Lagoas,243950
3167301,Silveirânia,2267
3167400,Silvianópolis,6258
3167509,Simão Pereira,2621
3167608,Simonésia,19834
3167707,Sobrália,5476
3167806,Soledade de Minas,6226
3167905,Tabuleiro,3669
3168002,Taiobeiras,34653
3168051,Taparuba,3093
3168101,Tapira,4890
3168200,Tapiraí,1869
3168309,Taquaraçu de Minas,4120
3168408,Tarumirim,14280
3168507,Teixeiras,11680
3168606,Teófilo Otoni,141269
3168705,Timóteo,91268
3168804,Tiradentes,8160
3168903,Tiros,6369
3169000,Tocantins,16769
3169059,Tocos do Moji,4117
3169109,Toledo,6336
3169208,Tombos,7683
3169307,Três Corações,80561
3169356,Três Marias,33062
3169406,Três Pontas,57127
3169505,Tumiritinga,6797
3169604,Tupaciguara,25466
3169703,Turmalina,20280
3169802,Turvolândia,5099
3169901,Ubá,117995
3170008,Ubaí,12661
3170057,Ubaporanga,12514
3170107,Uberaba,340277
3170206,Uberlândia,706597
3170305,Umburatiba,2582
3170404,Unaí,85461
3170438,União de Minas,4265
3170479,Uruana de Minas,3256
3170503,Urucânia,10333
3170529,Urucuia,17470
3170578,Vargem Alegre,6460
3170602,Vargem Bonita,2143
3170651,Vargem Grande do Rio Pardo,5045
3170701,Varginha,137608
3170750,Varjão de Minas,7235
3170800,Várzea da Palma,40101
3170909,Varzelândia,19290
3171006,Vazante,20692
3171030,Verdelândia,9527
3171071,Veredinha,5733
3171105,Veríssimo,4090
3171154,Vermelho Novo,4852
3171204,Vespasiano,131849
3171303,Viçosa,79910
3171402,Vieiras,3570
3171501,Mathias Lobato,3157
3171600,Virgem da Lapa,13729
3171709,Virgínia,8652
3171808,Virginópolis,10459
3171907,Virgolândia,5303
3172004,Visconde do Rio Branco,43351
3172103,Volta Grande,5270
3172202,Wenceslau Braz,2543
3200102,Afonso Cláudio,30326
3200136,Águia Branca,9621
3200169,Água Doce do Norte,10801
3200201,Alegre,29869
3200300,Alfredo Chaves,14670
3200359,Alto Rio Novo,7911
3200409,Anchieta,30285
3200508,Apiacá,7542
3200607,Aracruz,104942
3200706,Atílio Vivácqua,12270
3200805,Baixo Guandu,31263
3200904,Barra de São Francisco,45301
3201001,Boa Esperança,15146
3201100,Bom Jesus do Norte,9988
3201159,Brejetuba,12450
3201209,Cachoeiro de Itapemirim,212172
3201308,Cariacica,386495
3201407,Castelo,37956
3201506,Colatina,124283
3201605,Conceição da Barra,31479
3201704,Conceição do Castelo,12887
3201803,Divino de São Lourenço,4236
3201902,Domingos Martins,34120
3202009,Dores do Rio Preto,6793
3202108,Ecoporanga,22748
3202207,Fundão,22379
3202256,Governador Lindenberg,13047
3202306,Guaçuí,31372
3202405,Guarapari,128504
3202454,Ibatiba,26762
3202504,Ibiraçu,12701
3202553,Ibitirama,8830
3202603,Iconha,14083
3202652,Irupi,13672
3202702,Itaguaçu,13982
3202801,Itapemirim,34957
3202900,Itarana,10433
3203007,Iúna,29417
3203056,Jaguaré,31589
3203106,Jerônimo Monteiro,12336
3203130,João Neiva,16774
3203163,Laranja da Terra,10919
3203205,Linhares,179755
3203304,Mantenópolis,15653
3203320,Marataízes,39259
3203346,Marechal Floriano,17141
3203353,Marilândia,13091
3203403,Mimoso do Sul,26079
3203502,Montanha,18954
3203601,Mucurici,5468
3203700,Muniz Freire,17176
3203809,Muqui,15602
3203908,Nova Venécia,50751
3204005,Pancas,23426
3204054,Pedro Canário,26575
3204104,Pinheiros,27601
3204203,Piúma,22388
3204252,Ponto Belo,8016
3204302,Presidente Kennedy,11741
3204351,Rio Bananal,19398
3204401,Rio Novo do Sul,11630
3204500,Santa Leopoldina,12171
3204559,Santa Maria de Jetibá,41588
3204609,Santa Teresa,23853
3204658,São Domingos do Norte,8735
3204708,São Gabriel da Palha,39085
3204807,São José do Calçado,10536
3204906,São Mateus,134629
3204955,São Roque do Canaã,12602
3205002,Serra,536765
3205010,Sooretama,31278
3205036,Vargem Alta,21778
3205069,Venda Nova do Imigrante,26204
3205101,Viana,80735
3205150,Vila Pavão,9280
3205176,Vila Valério,14065
3205200,Vila Velha,508655
3205309,Vitória,369534
3300100,Angra dos Reis,210171
3300159,Aperibé,12036
3300209,Araruama,136109
3300225,Areal,12763
3300233,Armação dos Búzios,35060
3300258,Arraial do Cabo,30827
3300308,Barra do Piraí,101139
3300407,Barra Mansa,185237
3300456,Belford Roxo,515239
3300506,Bom Jardim,27779
3300605,Bom Jesus do Itabapoana,37306
3300704,Cabo Frio,234077
3300803,Cachoeiras de Macacu,59652
3300902,Cambuci,15521
3300936,Carapebus,16859
3300951,Comendador Levy Gasparian,8590
3301009,Campos dos Goytacazes,514643
3301108,Cantagalo,20163
3301157,Cardoso Moreira,12818
3301207,Carmo,19161
3301306,Casimiro de Abreu,45864
3301405,Conceição de Macabu,23561
3301504,Cordeiro,22152
3301603,Duas Barras,11563
3301702,Duque de Caxias,929449
3301801,Engenheiro Paulo de Frontin,14138
3301850,Guapimirim,62225
3301876,Iguaba Grande,29344
3301900,Itaboraí,244416
3302007,Itaguaí,136547
3302056,Italva,15387
3302106,Itaocara,23211
3302205,Itaperuna,104354
3302254,Itatiaia,32312
3302270,Japeri,106296
3302304,Laje do Muriaé,7298
3302403,Macaé,266136
3302452,Macuco,5646
3302502,Magé,247741
3302601,Mangaratiba,45941
3302700,Maricá,167668
3302809,Mendes,18681
3302858,Mesquita,177016
3302908,Miguel Pereira,25622
3303005,Miracema,27134
3303104,Natividade,15305
3303203,Nilópolis,162893
3303302,Niterói,516981
3303401,Nova Friburgo,191664
3303500,Nova Iguaçu,825388
3303609,Paracambi,53093
3303708,Paraíba do Sul,44741
3303807,Paraty,44175
3303856,Paty do Alferes,27942
3303906,Petrópolis,307144
3303955,Pinheiral,25563
3304003,Piraí,29802
3304102,Porciúncula,19068
3304110,Porto Real,20254
3304128,Quatis,14562
3304144,Queimados,152311
3304151,Quissamã,25535
3304201,Resende,133244
3304300,Rio Bonito,60930
3304409,Rio Claro,18677
3304508,Rio das Flores,9401
3304524,Rio das Ostras,159529
3304557,Rio de Janeiro,6775561
3304607,Santa Maria Madalena,10380
3304706,Santo Antônio de Pádua,42705
3304755,São Francisco de Itabapoana,42214
3304805,São Fidélis,38749
3304904,São Gonçalo,1098357
3305000,São João da Barra,36731
3305109,São João de Meriti,473385
3305133,São José de Ubá,7240
3305158,São José do Vale do Rio Preto,22032
3305208,São Pedro da Aldeia,107556
3305307,São Sebastião do Alto,9416
3305406,Sapucaia,18270
3305505,Saquarema,91938
3305554,Seropédica,83841
3305604,Silva Jardim,21775
3305703,Sumidouro,15709
3305752,Tanguá,34898
3305802,Teresópolis,185820
3305901,Trajano de Moraes,10653
3306008,Três Rios,82468
3306107,Valença,77202
3306156,Varre-Sai,11208
3306206,Vassouras,37262
3306305,Volta Redonda,274925
3500105,Adamantina,35153
3500204,Adolfo,3545
3500303,Aguaí,36981
3500402,Águas da Prata,8262
3500501,Águas de Lindóia,18908
3500550,Águas de Santa Bárbara,6142
3500600,Águas de São Pedro,3588
3500709,Agudos,37582
3500758,Alambari,6231
3500808,Alfredo Marcondes,4201
3500907,Altair,4211
3501004,Altinópolis,16221
3501103,Alto Alegre,4078
3501152,Alumínio,18903
3501202,Álvares Florence,3616
3501301,Álvares Machado,25078
3501400,Álvaro de Carvalho,5320
3501509,Alvinlândia,3251
3501608,Americana,244370
3501707,Américo Brasiliense,41545
3501806,Américo de Campos,5993
3501905,Amparo,73145
3502002,Analândia,5115
3502101,Andradina,57245
3502200,Angatuba,25724
3502309,Anhembi,6911
3502408,Anhumas,4172
3502507,Aparecida,36211
3502606,Aparecida d'Oeste,4122
3502705,Apiaí,24081
3502754,Araçariguama,23343
3502804,Araçatuba,199210
3502903,Araçoiaba da Serra,35389
3503000,Aramina,5689
3503109,Arandu,6373
3503158,Arapeí,2452
3503208,Araraquara,240542
3503307,Araras,136739
3503356,Arco-Íris,1755
3503406,Arealva,8665
3503505,Areias,3906
3503604,Areiópolis,11186
3503703,Ariranha,9851
3503802,Artur Nogueira,56247
3503901,Arujá,92453
3503950,Aspásia,1815
3504008,Assis,105768
3504107,Atibaia,145378
3504206,Auriflama,15316
3504305,Avaí,5467
3504404,Avanhandava,14063
3504503,Avaré,91792
3504602,Bady Bassitt,18013
3504701,Balbinos,6127
3504800,Bálsamo,9209
3504909,Bananal,11039
3505005,Barão de Antonina,3525
3505104,Barbosa,7532
3505203,Bariri,35844
3505302,Barra Bonita,36125
3505351,Barra do Chapéu,5794
3505401,Barra do Turvo,7606
3505500,Barretos,123546
3505609,Barrinha,33537
3505708,Barueri,279704
3505807,Bastos,20952
3505906,Batatais,63438
3506003,Bauru,381706
3506102,Bebedouro,77612
3506201,Bento de Abreu,3028
3506300,Bernardino de Campos,11168
3506359,Bertioga,66154
3506409,Bilac,8197
3506508,Birigui,126094
3506607,Biritiba Mirim,33265
3506706,Boa Esperança do Sul,15111
3506805,Bocaina,12571
3506904,Bofete,12107
3507001,Boituva,63310
3507100,Bom Jesus dos Perdões,26506
3507159,Bom Sucesso de Itararé,4013
3507209,Borá,839
3507308,Boracéia,4913
3507407,Borborema,16278
3507456,Borebi,2713
3507506,Botucatu,149718
3507605,Bragança Paulista,172346
3507704,Braúna,5795
3507753,Brejo Alegre,2911
3507803,Brodowski,25605
3507902,Brotas,24862
3508009,Buri,20050
3508108,Buritama,17414
3508207,Buritizal,4547
3508306,Cabrália Paulista,4222
3508405,Cabreúva,51130
3508504,Caçapava,95752
3508603,Cachoeira Paulista,33827
3508702,Caconde,19031
3508801,Cafelândia,17917
3508900,Caiabu,4195
3509007,Caieiras,104044
3509106,Caiuá,6017
3509205,Cajamar,79034
3509254,Cajati,28441
3509304,Cajobi,10649
3509403,Cajuru,26613
3509452,Campina do Monte Alegre,6088
3509502,Campinas,1223237
3509601,Campo Limpo Paulista,86407
3509700,Campos do Jordão,52713
3509809,Campos Novos Paulista,5028
3509908,Cananéia,12542
3509957,Canas,5268
3510005,Cândido Mota,31410
3510104,Cândido Rodrigues,2805
3510153,Canitar,5365
3510203,Capão Bonito,47098
3510302,Capela do Alto,21257
3510401,Capivari,56973
3510500,Caraguatatuba,125194
3510609,Carapicuíba,405375
3510708,Cardoso,12371
3510807,Casa Branca,30655
3510906,Cássia dos Coqueiros,2488
3511003,Castilho,21521
3511102,Catanduva,123114
3511201,Catiguá,7905
3511300,Cedral,9452
3511409,Cerqueira César,20391
3511508,Cerquilho,50631
3511607,Cesário Lange,18595
3511706,Charqueada,17539
3511904,Clementina,8894
3512001,Colina,18601
3512100,Colômbia,6223
3512209,Conchal,28491
3512308,Conchas,18138
3512407,Cordeirópolis,25116
3512506,Coroados,6197
3512605,Coronel Macedo,4591
3512704,Corumbataí,4072
3512803,Cosmópolis,74662
3512902,Cosmorama,7289
3513009,Cotia,257882
3513108,Cravinhos,35858
3513207,Cristais Paulista,8803
3513306,Cruzália,2021
3513405,Cruzeiro,82895
3513504,Cubatão,132521
3513603,Cunha,21373
3513702,Descalvado,34097
3513801,Diadema,429550
3513850,Dirce Reis,1805
3513900,Divinolândia,11027
3514007,Dobrada,9088
3514106,Dois Córregos,27704
3514205,Dolcinópolis,2108
3514304,Dourado,8883
3514403,Dracena,47287
3514502,Duartina,12421
3514601,Dumont,10174
3514700,Echaporã,6026
3514809,Eldorado,15592
3514908,Elias Fausto,18095
3514924,Elisiário,3742
3514957,Embaúba,2446
3515004,Embu das Artes,279264
3515103,Embu-Guaçu,70402
3515129,Emilianópolis,3238
3515152,Engenheiro Coelho,21712
3515186,Espírito Santo do Pinhal,44607
3515194,Espírito Santo do Turvo,4926
3515202,Estrela d'Oeste,8420
3515301,Estrela do Norte,2774
3515350,Euclides da Cunha Paulista,9280
3515400,Fartura,16102
3515509,Fernandópolis,69680
3515608,Fernando Prestes,5805
3515657,Fernão,1739
3515707,Ferraz de Vasconcelos,198661
3515806,Flora Rica,1397
3515905,Floreal,2884
3516002,Flórida Paulista,14936
3516101,Florínea,2631
3516200,Franca,358539
3516309,Francisco Morato,179372
3516408,Franco da Rocha,158438
3516507,Gabriel Monteiro,2776
3516606,Gália,6419
3516705,Garça,44429
3516804,Gastão Vidigal,4911
3516853,Gavião Peixoto,4841
3516903,General Salgado,10855
3517000,Getulina,11485
3517109,Glicério,4842
3517208,Guaiçara,12416
3517307,Guaimbê,5806
3517406,Guaíra,41283
3517505,Guapiaçu,22087
3517604,Guapiara,16896
3517703,Guará,21394
3517802,Guaraçaí,8258
3517901,Guaraci,11382
3518008,Guarani d'Oeste,1996
3518107,Guarantã,6685
3518206,Guararapes,33257
3518305,Guararema,30465
3518404,Guaratinguetá,123192
3518503,Guareí,19244
3518602,Guariba,40857
3518701,Guarujá,324977
3518800,Guarulhos,1404694
3518859,Guatapará,7760
3518909,Guzolândia,5346
3519006,Herculândia,9649
3519055,Holambra,15605
3519071,Hortolândia,237570
3519105,Iacanga,12002
3519204,Iacri,6269
3519253,Iaras,9786
3519303,Ibaté,35830
3519402,Ibirá,12639
3519501,Ibirarema,7926
3519600,Ibitinga,61150
3519709,Ibiúna,80062
3519808,Icém,8363
3519907,Iepê,8228
3520004,Igaraçu do Tietê,24821
3520103,Igarapava,30791
3520202,Igaratá,9631
3520301,Iguape,31117
3520400,Ilhabela,36194
3520426,Ilha Comprida,11552
3520442,Ilha Solteira,26886
3520509,Indaiatuba,260690
3520608,Indiana,4873
3520707,Indiaporã,3876
3520806,Inúbia Paulista,4045
3520905,Ipaussu,15165
3521002,Iperó,38771
3521101,Ipeúna,7824
3521150,Ipiguá,5557
3521200,Iporanga,4180
3521309,Ipuã,16794
3521408,Iracemápolis,24982
3521507,Irapuã,8101
3521606,Irapuru,8356
3521705,Itaberá,17405
3521804,Itaí,27632
3521903,Itajobi,15331
3522000,Itaju,3937
3522109,Itanhaém,104351
3522158,Itaoca,3332
3522208,Itapecerica da Serra,179574
3522307,Itapetininga,167106
3522406,Itapeva,95241
3522505,Itapevi,244131
3522604,Itapira,75683
3522653,Itapirapuã Paulista,4294
3522703,Itápolis,43536
3522802,Itaporanga,15197
3522901,Itapuí,14297
3523008,Itapura,4994
3523107,Itaquaquecetuba,379082
3523206,Itararé,50778
3523305,Itariri,17754
3523404,Itatiba,124254
3523503,Itatinga,21139
3523602,Itirapina,18610
3523701,Itirapuã,6587
3523800,Itobi,7862
3523909,Itu,177150
3524006,Itupeva,64330
3524105,Ituverava,42259
3524204,Jaborandi,6963
3524303,Jaboticabal,78029
3524402,Jacareí,237119
3524501,Jaci,7322
3524600,Jacupiranga,17911
3524709,Jaguariúna,59921
3524808,Jales,49291
3524907,Jambeiro,6828
3525003,Jandira,127734
3525102,Jardinópolis,45544
3525201,Jarinu,31173
3525300,Jaú,153463
3525409,Jeriquara,3143
3525508,Joanópolis,13453
3525607,João Ramalho,4577
3525706,José Bonifácio,37707
3525805,Júlio Mesquita,4824
3525854,Jumirim,3467
3525904,Jundiaí,426935
3526001,Junqueirópolis,20978
3526100,Juquiá,18627
3526209,Juquitiba,31844
3526308,Lagoinha,4882
3526407,Laranjal Paulista,29047
3526506,Lavínia,12581
3526605,Lavrinhas,7361
3526704,Leme,105273
3526803,Lençóis Paulista,69533
3526902,Limeira,310783
3527009,Lindóia,8201
3527108,Lins,78978
3527207,Lorena,89532
3527256,Lourdes,2311
3527306,Louveira,51007
3527405,Lucélia,22022
3527504,Lucianópolis,2412
3527603,Luís Antônio,15628
3527702,Luiziânia,5918
3527801,Lupércio,4608
3527900,Lutécia,2623
3528007,Macatuba,17263
3528106,Macaubal,8174
3528205,Macedônia,3686
3528304,Magda,3086
3528403,Mairinque,47723
3528502,Mairiporã,103645
3528601,Manduri,9972
3528700,Marabá Paulista,6039
3528809,Maracaí,14069
3528858,Marapoama,3097
3528908,Mariápolis,4098
3529005,Marília,242249
3529104,Marinópolis,2101
3529203,Martinópolis,26791
3529302,Matão,84069
3529401,Mauá,481725
3529500,Mendonça,5638
3529609,Meridiano,3813
3529658,Mesópolis,1903
3529708,Miguelópolis,22480
3529807,Mineiros do Tietê,13023
3529906,Miracatu,19511
3530003,Mira Estrela,3125
3530102,Mirandópolis,29844
3530201,Mirante do Paranapanema,18415
3530300,Mirassol,60768
3530409,Mirassolândia,4966
3530508,Mococa,69072
3530607,Mogi das Cruzes,455587
3530706,Mogi Guaçu,154146
3530805,Mogi Mirim,94098
3530904,Mombuca,3523
3531001,Monções,2274
3531100,Mongaguá,58567
3531209,Monte Alegre do Sul,8181
3531308,Monte Alto,51039
3531407,Monte Aprazível,25651
3531506,Monte Azul Paulista,18928
3531605,Monte Castelo,4166
3531704,Monteiro Lobato,4739
3531803,Monte Mor,61707
3531902,Morro Agudo,33598
3532009,Morungaba,13936
3532058,Motuca,4831
3532108,Murutinga do Sul,4525
3532157,Nantes,3215
3532207,Narandiba,4950
3532306,Natividade da Serra,6624
3532405,Nazaré Paulista,18866
3532504,Neves Paulista,8917
3532603,Nhandeara,11575
3532702,Nipoã,5381
3532801,Nova Aliança,7161
3532827,Nova Campina,9962
3532843,Nova Canaã Paulista,1824
3532868,Nova Castilho,1290
3532900,Nova Europa,11519
3533007,Nova Granada,21871
3533106,Nova Guataporanga,2333
3533205,Nova Independência,4135
3533254,Novais,6057
3533304,Nova Luzitânia,4217
3533403,Nova Odessa,61716
3533502,Novo Horizonte,41765
3533601,Nuporanga,7522
3533700,Ocauçu,4294
3533809,Óleo,2447
3533908,Olímpia,55477
3534005,Onda Verde,4462
3534104,Oriente,6569
3534203,Orindiúva,7318
3534302,Orlândia,44682
3534401,Osasco,701428
3534500,Oscar Bressane,2603
3534609,Osvaldo Cruz,33118
3534708,Ourinhos,115139
3534757,Ouroeste,10712
3534807,Ouro Verde,8676
3534906,Pacaembu,14326
3535002,Palestina,13285
3535101,Palmares Paulista,13691
3535200,Palmeira d'Oeste,9173
3535309,Palmital,22322
3535408,Panorama,15944
3535507,Paraguaçu Paulista,46180
3535606,Paraibuna,18302
3535705,Paraíso,6536
3535804,Paranapanema,20588
3535903,Paranapuã,4112
3536000,Parapuã,10934
3536109,Pardinho,6579
3536208,Pariquera-Açu,19797
3536257,Parisi,2177
3536307,Patrocínio Paulista,14941
3536406,Paulicéia,7540
3536505,Paulínia,114508
3536570,Paulistânia,1835
3536604,Paulo de Faria,8973
3536703,Pederneiras,47523
3536802,Pedra Bela,6127
3536901,Pedranópolis,2468
3537008,Pedregulho,16876
3537107,Pedreira,48992
3537156,Pedrinhas Paulista,3109
3537206,Pedro de Toledo,11507
3537305,Penápolis,64098
3537404,Pereira Barreto,25685
3537503,Pereiras,8875
3537602,Peruíbe,69697
3537701,Piacatu,6093
3537800,Piedade,55731
3537909,Pilar do Sul,29612
3538006,Pindamonhangaba,171885
3538105,Pindorama,17378
3538204,Pinhalzinho,15564
3538303,Piquerobi,3706
3538501,Piquete,13495
3538600,Piracaia,27617
3538709,Piracicaba,410275
3538808,Piraju,29930
3538907,Pirajuí,25939
3539004,Pirangi,11524
3539103,Pirapora do Bom Jesus,19453
3539202,Pirapozinho,27974
3539301,Pirassununga,77330
3539400,Piratininga,13890
3539509,Pitangueiras,40430
3539608,Planalto,5370
3539707,Platina,3606
3539806,Poá,119221
3539905,Poloni,6166
3540002,Pompéia,22326
3540101,Pongaí,3385
3540200,Pontal,51717
3540259,Pontalinda,4719
3540309,Pontes Gestal,2576
3540408,Populina,4136
3540507,Porangaba,10205
3540606,Porto Feliz,53698
3540705,Porto Ferreira,56848
3540754,Potim,25603
3540804,Potirendaba,17668
3540853,Pracinha,4327
3540903,Pradópolis,22239
3541000,Praia Grande,336454
3541059,Pratânia,5371
3541109,Presidente Alves,4067
3541208,Presidente Bernardes,12943
3541307,Presidente Epitácio,44572
3541406,Presidente Prudente,231953
3541505,Presidente Venceslau,39648
3541604,Promissão,41211
3541653,Quadra,3902
3541703,Quatá,14309
3541802,Queiroz,3513
3541901,Queluz,13788
3542008,Quintana,6736
3542107,Rafard,9126
3542206,Rancharia,29743
3542305,Redenção da Serra,3827
3542404,Regente Feijó,20523
3542503,Reginópolis,10047
3542602,Registro,56463
3542701,Restinga,7762
3542800,Ribeira,3320
3542909,Ribeirão Bonito,13376
3543006,Ribeirão Branco,15984
3543105,Ribeirão Corrente,4786
3543204,Ribeirão do Sul,4537
3543238,Ribeirão dos Índios,2222
3543253,Ribeirão Grande,7686
3543303,Ribeirão Pires,125238
3543402,Ribeirão Preto,720116
3543501,Riversul,5364
3543600,Rifaina,3651
3543709,Rincão,10824
3543808,Rinópolis,9940
3543907,Rio Claro,209548
3544004,Rio das Pedras,36233
3544103,Rio Grande da Serra,52009
3544202,Riolândia,12856
3544251,Rosana,15929
3544301,Roseira,10888
3544400,Rubiácea,3195
3544509,Rubinéia,3191
3544608,Sabino,5638
3544707,Sagres,2427
3544806,Sales,6481
3544905,Sales Oliveira,12103
3545001,Salesópolis,17363
3545100,Salmourão,5372
3545159,Saltinho,8498
3545209,Salto,120779
3545308,Salto de Pirapora,46285
3545407,Salto Grande,9396
3545506,Sandovalina,4405
3545605,Santa Adélia,15639
3545704,Santa Albertina,6036
3545803,Santa Bárbara d'Oeste,195278
3546009,Santa Branca,14925
3546108,Santa Clara d'Oeste,2111
3546207,Santa Cruz da Conceição,4584
3546256,Santa Cruz da Esperança,2166
3546306,Santa Cruz das Palmeiras,35102
3546405,Santa Cruz do Rio Pardo,48207
3546504,Santa Ernestina,5577
3546603,Santa Fé do Sul,32796
3546702,Santa Gertrudes,27850
3546801,Santa Isabel,58529
3546900,Santa Lúcia,8889
3547007,Santa Maria da Serra,6298
3547106,Santa Mercedes,2947
3547205,Santana da Ponte Pensa,1448
3547304,Santana de Parnaíba,145073
3547403,Santa Rita d'Oeste,2476
3547502,Santa Rita do Passa Quatro,27641
